school_name,link,address,category,rating,last_report_date,urn,is_religious
Willow Dene School,/provider/25/143595,"Swingate Lane, Plumstead, SE18 2JD",Special School,Outstanding,14 December 2022,143595.0,False
St Stephen's Catholic Primary School,/provider/21/101455,"Ruskin Avenue, Welling, Kent, DA16 3QG",Primary,Outstanding,18 January 2022,101455.0,True
Castilion Primary School,/provider/21/146892,"Copperfield Road, Thamesmead, London, SE28 8QA",Primary,Requires Improvement,03 July 2023,146892.0,False
South Rise Primary School,/provider/21/143596,"Brewery Road, Plumstead, London, SE18 7PX",Primary,,10 February 2020,143596.0,False
Waterside School,/provider/25/133401,"Robert Street, London, SE18 7NB",Special School,Outstanding,12 July 2023,133401.0,False
Park View Academy,/provider/27/138386,"146-148 Parkview Road, Welling, Kent, DA16 1SR",Independent School,Good,07 July 2023,138386.0,False
Aspire Academy,/provider/25/144406,"South Gipsy Road, Welling, Kent, DA16 1JB",Special School,Good,04 May 2023,144406.0,False
Belvedere Junior School,/provider/21/139115,"Mitchell Close, Belvedere, Kent, DA17 6AA",Primary,Good,12 March 2019,139115.0,False
Belvedere Infant School,/provider/21/147332,"Mitchell Close, Belvedere, Kent, DA17 6AA",Primary,,03 January 2024,147332.0,False
Northumberland Heath Primary School,/provider/21/137380,"Wheelock Close, Northumberland Heath, Erith, Kent, DA8 1JE",Primary,Good,01 June 2020,137380.0,False
Bursted Wood Primary School,/provider/21/140443,"Swanbridge Road, Bexleyheath, Kent, DA7 5BS",Primary,Good,17 January 2022,140443.0,False
Upland Primary School,/provider/21/143432,"Church Road, Bexleyheath, Kent, DA7 4DG",Primary,Good,19 March 2024,143432.0,False
Hook Lane Primary School,/provider/21/147240,"Faraday Road, Welling, Kent, DA16 2ET",Primary,,07 July 2023,147240.0,False
Crook Log Primary School,/provider/21/101402,"Crook Log, Bexleyheath, Kent, DA6 8EQ",Primary,Good,10 June 2024,101402.0,False
Foxfield Primary School,/provider/21/143592,"Sandbach Place, London, SE18 7EX",Primary,Outstanding,27 September 2023,143592.0,False
Lime Wood Primary School,/provider/21/143922,"2 Sandy Road, Erith, Kent, DA8 1FJ",Primary,,,,False
St Fidelis Catholic Primary School,/provider/21/101458,"Bexley Road, Erith, Kent, DA8 3HQ",Primary,Outstanding,19 July 2024,101458.0,True
St Margaret's Church of England Primary School,/provider/21/100170,"St Margaret's Grove, Plumstead, London, SE18 7RL",Primary,Good,27 September 2023,100170.0,True
Danson Primary School,/provider/21/101403,"Danson Lane, Welling, Kent, DA16 2BH",Primary,Good,03 June 2019,101403.0,False
Plumcroft Primary School,/provider/21/100140,"Plum Lane, Plumstead, Plumcroft Primary School, London, SE18 3HW",Primary,Good,26 September 2023,100140.0,False
Barnehurst Junior School,/provider/21/140321,"Barnehurst Close, Northumberland Heath, Erith, Kent, DA8 3NL",Primary,Outstanding,12 February 2024,140321.0,False
Barnehurst Infant School,/provider/21/140320,"Barnehurst Close, Northumberland Heath, Erith, Kent, DA8 3NL",Primary,Outstanding,15 December 2023,140320.0,False
Nightingale Primary School,/provider/21/145215,"Bloomfield Road, Woolwich, London, SE18 7JJ",Primary,,04 March 2022,145215.0,False
Eastcote Primary Academy,/provider/21/142586,"Eastcote Road, Welling, Kent, DA16 2ST",Primary,Outstanding,30 April 2019,142586.0,False
Pelham Primary School,/provider/21/139494,"Pelham Road, Bexleyheath, Kent, DA7 4HL",Primary,,08 January 2020,139494.0,False
Bishop Ridley Church of England VA Primary School,/provider/21/134780,"Northumberland Avenue, Welling, Kent, DA16 2QE",Primary,Good,25 April 2024,134780.0,True
Christ Church (Erith) CofE Primary School,/provider/21/139212,"Lesney Park Road, Erith, Kent, DA8 3DG",Primary,Outstanding,18 November 2020,139212.0,True
Notre Dame Catholic Primary School,/provider/21/100179,"169 Eglinton Road, London, SE18 3SJ",Primary,Good,27 April 2023,100179.0,True
Woodside Academy,/provider/25/146885,"Colyers Lane, Erith, Kent, DA8 3PB",Special School,,24 July 2023,146885.0,False
Eglinton Primary School,/provider/21/132827,"Paget Rise, London, SE18 3PY",Primary,Requires Improvement,26 January 2023,132827.0,False
Fairford Academy Barnehurst,/provider/21/141889,"Fairford Avenue, Barnehurst, Bexleyheath, Kent, DA7 6QP",Primary,Good,27 April 2023,141889.0,False
Brooklands Primary School,/provider/21/143210,"Medebourne Close, Casterbridge Road, London, SE3 9AB",Primary,Good,08 March 2024,143210,False
Heath House Preparatory School,/provider/27/100203,"37 Wemyss Road, Blackheath, London, SE3 0TG",Independent School,Good,25 June 2012,100203,False
The Pointer School,/provider/27/100198,"19 Stratheden Road, Blackheath, London, SE3 7TH",Independent School,,06 November 2008,100198,False
John Ball Primary School,/provider/21/100709,"Southvale Road, Blackheath, London, SE3 0TP",Primary,Outstanding,10 June 2024,100709,False
Wingfield Primary School,/provider/21/148615,"Ensign Street, London, SE3 9GJ",Primary,Outstanding,15 December 2022,148615,False
All Saints' Church of England Primary School Blackheath,/provider/21/100719,"2 Blackheath Vale, Blackheath, London, SE3 0TX",Primary,Good,15 November 2019,100719,True
Holy Family Catholic Primary School,/provider/21/100178,"Tudway Road, Kidbrooke, Greenwich, London, SE3 9YX",Primary,Requires Improvement,21 September 2022,100178,True
St Margaret's Lee CofE Primary School,/provider/21/100724,"Lee Church Street, St Margarets Lee Ce School, London, SE13 5SG",Primary,Outstanding,16 November 2020,100724,True
St Matthew Academy,/provider/28/135264,"St Joseph's Vale, Blackheath, London, SE3 0XX",Other schools,Good,28 November 2019,135264,True
Abbey Manor College,/provider/22/130856,"40 Falmouth Close, London, SE12 8JP",Pupil Referral Unit,Good,08 March 2022,130856,False
"Trinity Church of England School, Lewisham",/provider/28/100749,"Taunton Road, London, SE12 8PD",Other schools,Good,13 December 2021,100749,True
Newhaven Pupil Referral Unit,/provider/22/100103,"Newhaven Gardens, Eltham, Greenwich, London, SE9 6HR",Pupil Referral Unit,Good,18 December 2019,100103,False
Ealdham Primary School,/provider/21/100120,"Ealdham Square, Eltham, London, SE9 6BP",Primary,Good,08 December 2021,100120,False
Kidbrooke Park Primary School,/provider/21/149683,"202a Holburne Road, London, SE3 8JG",Primary,,05 October 2023,149683,False
Henwick Primary School,/provider/21/100131,"Henwick Road, Eltham, London, SE9 6NZ",Primary,Good,17 May 2024,100131,False
Brindishe Lee School,/provider/21/100717,"Wantage Road, Lee Green, London, SE12 8NA",Primary,Good,09 November 2023,100717,False
St Thomas More Catholic Primary School,/provider/21/100176,"Appleton Road, Eltham, London, SE9 6NS",Primary,Good,29 January 2024,100176,True
Wize Up,/provider/27/136092,"579 Westhorne Avenue, Eltham, London, SE9 6DN",Independent School,Good,13 June 2024,136092,False
Brindishe Manor School,/provider/21/100693,"Leahurst Road, Lewisham, London, SE13 5LS",Primary,Outstanding,27 June 2024,100693,False
St Saviour's Catholic Primary School,/provider/21/100733,"10 Bonfield Road, Lewisham, London, SE13 6AL",Primary,Good,10 December 2019,100733,True
James Wolfe Primary School and Centre for the Deaf,/provider/21/131246,"Royal Hill, London, SE10 8RZ",Primary,Good,13 March 2024,131246,False
Haimo Primary School,/provider/21/100129,"Haimo Road, Eltham, London, SE9 6DY",Primary,Good,08 May 2024,100129,False
Morden Mount Primary School,/provider/21/100114,"Lewisham Road, London, SE13 7QP",Primary,Good,29 November 2023,100114,False
Urban Mission School,/provider/27/143838,"1 Cornmill Lane, Elmira Street, Lewisham, London, SE13 7FY",Independent School,Good,06 October 2022,143838,False
St Winifred's RC Primary School,/provider/21/142456,"Newstead Road, Lee, London, SE12 0SJ",Primary,Good,28 June 2024,142456,True
Prendergast Vale School,/provider/28/150351,"Elmira Street, Lewisham, London, SE13 7BN",Other schools,,04 January 2024,150351,False
Brindishe Green School,/provider/21/100687,"Beacon Road, London, SE13 6EH",Primary,Good,27 November 2023,100687,False
King's Oak School,/provider/25/100204,"Eltham Palace Road, Eltham, London, SE9 5LX",Special School,Good,05 June 2019,100204,False
Baring Primary School,/provider/21/100673,"Linchmere Road, Lee, London, SE12 0NB",Primary,Good,11 March 2019,100673,False
Gordon Primary School,/provider/21/100127,"Earlshall Road, Eltham, London, SE9 1QG",Primary,Good,18 December 2023,100127,False
St Mary's Lewisham Church of England Primary School,/provider/21/100730,"329 Lewisham High Street, London, SE13 6NX",Primary,Good,26 January 2022,100730,True
Horn Park Primary School,/provider/21/143598,"Alnwick Road, Lee, London, SE12 9BT",Primary,,16 March 2020,143598,False
St Stephen's CofE Primary School,/provider/21/100734,"Albyn Road, Deptford, London, SE8 4ED",Primary,Good,21 September 2022,100734,True
StreetVibes Media Academy,/provider/27/136100,"6 Eltham High Street, London, SE9 1DA",Independent School,Good,07 March 2024,136100,False
Middle Park Primary School,/provider/21/130921,"Middle Park Avenue, Eltham, London, SE9 5RX",Primary,Good,20 May 2019,130921,False
The Young Women's Hub,/provider/27/146277,"Brownhill Road, Brownhill Road, Catford, London, SE6 1AU",Independent School,Good,19 July 2022,146277,False
Sandhurst Primary School,/provider/21/100703,"Minard Road, Catford, London, SE6 1NW",Primary,Good,01 July 2024,100703,False
"Christ Church Church of England Primary School, Shooters Hill",/provider/21/100166,"Shooters Hill, London, SE18 3RS",Primary,Good,19 December 2023,100166,True
Ashmead Primary School,/provider/21/100716,"Ashmead Road, Deptford, London, SE8 4DX",Primary,Good,07 February 2023,100716,False
Tidemill Academy,/provider/21/137441,"11 Giffin Street, London, SE8 4RJ",Primary,Good,16 January 2023,137441,False
Deansfield Primary School,/provider/21/143599,"Dairsie Road, Eltham, London, SE9 1XP",Primary,,06 July 2017,143599,False
St Joseph's Catholic Primary School,/provider/21/100729,"Crossfield Street, Deptford, London, SE8 3PH",Primary,Good,28 July 2023,100729,True
Lucas Vale Primary School,/provider/21/100695,"Thornville Street, London, SE8 4QB",Primary,Good,07 March 2023,100695,False
Eltham Church of England Primary School,/provider/21/100167,"Roper Street, Eltham, London, SE9 1TR",Primary,Good,02 December 2022,100167,True
Myatt Garden Primary School,/provider/21/100713,"Rokeby Road, Brockley, London, SE4 1DF",Primary,Good,06 November 2018,100713,False
Cooper's Lane Primary School,/provider/21/100676,"Pragnell Road, London, SE12 0LF",Primary,Good,17 June 2022,100676,False
Serenity School Eltham,/provider/27/147991,"70 Court Road, London, SE9 5NP",Independent School,Outstanding,17 July 2023,147991,False
Gordonbrock Primary School,/provider/21/100684,"Amyruth Road, London, Brockley, SE4 1HQ",Primary,Outstanding,30 April 2019,100684,False
Holbeach Primary School,/provider/21/100688,"Nelgarde Road, London, SE6 4TP",Primary,Good,12 July 2023,100688,False
St Mary's Catholic Primary School,/provider/21/144091,"Glenure Road, Eltham, London, SE9 1UF",Primary,Outstanding,30 January 2023,144091,True
Holy Cross Catholic Primary School,/provider/21/100739,"Culverley Road, Catford, London, SE6 2LD",Primary,Outstanding,03 July 2023,100739,True
Rushey Green Primary School,/provider/21/100701,"Culverley Road, Catford, London, SE6 2LA",Primary,Good,31 January 2023,100701,False
Social Arts for Education,/provider/27/147199,"253 Eltham High Street, London, SE9 1TY",Independent School,Good,20 September 2021,147199,False
Prendergast Ladywell School,/provider/28/150318,"Manwood Road, Brockley, Lewisham, SE4 1SA",Other schools,,04 January 2024,150318,False
Torridon Primary School,/provider/21/100708,"Hazelbank Road, London, SE6 1TG",Primary,Good,17 March 2023,100708,False
Forster Park Primary School,/provider/21/100683,"Boundfield Road, Lewisham, SE6 1PQ",Primary,Good,19 July 2019,100683,False
Drumbeat School and ASD Service,/provider/25/136423,"Roundtable Rd & Revelon Rd & Turnham Road, Downham and Brockley, London, BR1 5LE",Special School,Good,30 April 2019,136423,False
St James's Hatcham Church of England Primary School,/provider/21/100727,"St James's, New Cross, London, SE14 6AD",Primary,Good,29 June 2023,100727,True
Childeric Primary School,/provider/21/146221,"Childeric Road, New Cross, London, SE14 6DG",Primary,,14 June 2023,146221,False
Beecroft Garden Primary,/provider/21/100674,"Beecroft Road, London, SE4 2BS",Primary,Good,05 April 2019,100674,False
Turnham Academy,/provider/21/146100,"Turnham Road, Brockley, London, SE4 2HH",Primary,Good,29 November 2022,146100,False
John Stainer Community Primary School,/provider/21/100689,"Mantle Road, Brockley, London, SE4 2DY",Primary,Outstanding,19 March 2024,100689,False
Ivydale Primary School,/provider/21/100796,"Ivydale Road, Nunhead, London, SE15 3BU",Primary,Good,26 March 2019,100796,False
Haberdashers' Hatcham Free School,/provider/21/139672,"Pepys Road, London, SE14 5SF",Primary,Outstanding,08 September 2015,139672,False
Newlands Academy,/provider/25/140138,"Stuart Road, Peckham Rye, London, SE15 3AZ",Special School,Good,23 May 2023,140138,False
Stillness Junior School,/provider/21/100704,"Brockley Rise, Forest Hill, London, SE23 1NH",Primary,Good,12 March 2020,100704,False
Stillness Infant School,/provider/21/100705,"Brockley Rise, London, SE23 1NH",Primary,Good,04 October 2022,100705,False
Edmund Waller Primary School,/provider/21/100680,"Waller Road, New Cross, London, SE14 5LY",Primary,Good,28 July 2023,100680,False
Hollydale Primary School,/provider/21/100794,"Hollydale Road, Nunhead, London, SE15 2AR",Primary,Good,28 July 2023,100794,False
St William of York Catholic Primary School,/provider/21/100737,"Brockley Park, Forest Hill, St. William of York School, London, SE23 1PS",Primary,Good,25 November 2022,100737,True
Dalmain Primary School,/provider/21/100677,"Grove Close, Brockley Rise, London, SE23 1AS",Primary,Good,12 June 2019,100677,False
Kender Primary School,/provider/21/100691,"Kender Street, New Cross, London, SE14 5JA",Primary,Good,06 December 2019,100691,False
Fairlawn Primary School,/provider/21/100710,"Honor Oak Road, London, SE23 3SB",Primary,Good,08 July 2024,100710,False
Rathfern Primary School,/provider/21/100700,"Rathfern Road, Catford, London, SE6 4NL",Primary,Outstanding,17 November 2021,100700,False
Rye Oak Primary School,/provider/21/134903,"Whorlton Road, London, SE15 3PD",Primary,Good,30 June 2023,134903,False
St Mary Magdalene Church of England Primary School,/provider/21/100836,"48 Brayards Road, London, SE15 3RA",Primary,Requires Improvement,27 June 2024,100836,True
John Donne Primary School,/provider/21/140507,"Woods Road, London, SE15 2SW",Primary,Good,29 January 2024,140507,False
Bellenden Primary School,/provider/21/100775,"Dewar Street, London, SE15 4JP",Primary,Good,29 April 2024,100775,False
Haberdashers' Hatcham Primary,/provider/21/147355,"Hunsdon Road, London, SE14 5RD",Primary,Good,25 January 2024,147355,False
Kilmorie Primary School,/provider/21/100718,"Kilmorie Road, London, SE23 2SP",Primary,Outstanding,29 June 2023,100718,False
Horniman Primary School,/provider/21/100714,"Horniman Drive, London, SE23 3BP",Primary,Good,30 January 2024,100714,False
St George's CofE Primary School,/provider/21/145621,"Perry Vale, Forest Hill, London, SE23 2NE",Primary,,14 March 2022,145621,True
Goodrich Community Primary School,/provider/21/100790,"Dunstans Road, East Dulwich, London, SE22 0EP",Primary,Requires Improvement,25 May 2023,100790,False
St John's and St Clement's Church of England Primary School,/provider/21/100830,"Adys Road, Peckham, London, SE15 4DY",Primary,Good,02 August 2023,100830,True
Pilgrims' Way Primary School,/provider/21/100818,"Tustin Estate, Manor Grove, Peckham, London, SE15 1EF",Primary,Good,17 June 2019,100818,False
Perrymount Primary School,/provider/21/100715,"Sunderland Road, Forest Hill, London, SE23 2PX",Primary,Good,26 May 2023,100715,False
Harris Primary Academy Peckham Park,/provider/21/137413,"Marmont Road, Peckham, London, SE15 5TD",Primary,Good,25 April 2024,137413,False
